Id,uid,Timestamp,Identifier,Question,Status,Concept Id,uid (from Concept Id),concept id UID,Activity Mastery History,Activity Mastery,Training Session Activities,AnswerId,Answer (from AnswerId),Correct (from AnswerId),respuesta correcta Texto,Id (from AnswerId),Module Id (from Topic Id) (from Concept Id),Topic Id (from Concept Id),Modules User Saved,CorrectAnswer,videoFeedBack,feedbackText
311074,rec8sYjg05O4nPL8O,2020-06-08 20:12,A-AA60,Which of these is one of the Six Core Principles of Selling?,active,137284,recOwkqNqWh3EBl7w,rec8sYjg05O4nPL8O,"141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,21008,21013,21023,21028","85,966,1770,2730,3330,3570,4096,4871,5145,5947,6778,7444,8212,8769,9354,10914,11288,11995,12486,13181,13876,14571,15266,16140,16768,17351,18175,18746,19400,20095,20790,21488,22595,23684,24216,24852,25241,25912,26247,26534,27037,27528,28056,30306,30921,32013,33250,33644,34379,35116,36042,36503,38190,38884,39621,40483,41051,41745,42439,42929,43621,44662,45646,48858,49725,50469,51086,51610,51929,52742,54329,54935,55741,56474,57245,57944,58884,59567,60383,61037,61731,62483,63191,63827,64510,65208,65941,66642,67373,68120,69089,69764,70492,71274,72021,72789,73484,74178,74872,75581,76302,77047,77691,78387,79256,79893,80696,81391,82162,82771,83477,84248,84942,85940,86374,87087,87764,88596,89280,90088,90751,91389,91940,92453,92921,93411,94107,94802,95509,96204,96957,97598,98379,99067,99761","16993296,16993304,17005543,17005989,16242620,16559473,16835932,16002589,16732780,16791415,17138352,17200264,17335960,16157846,16257168,16017137,17215345,16333993,16892700,16990727,16125646,15952199,16814328,16924500,17062145,17208390,16348762,16502627,16560190,16768073,16940879,17087178,17167683,16339919,15948770,17201332,16972922,17068612","1596372,1596352,1596353,1596350","Be Remarkable, Be Charming, Show Your Value, Be Inviting",,,,4076,16682,,,,"The six core principles of selling are the bedrock upon which everything we build. Without the proper mindset and approach, no amount of technique will turn you into a top performer. Focus on these, and you will transform from an amateur to a professional overnight. 
The Six Core Principles of Selling are:
Understanding Persuasion
Being a Good Storyteller
Be Persistent
Be a Problem Solver
Be Remarkable
Make Every Customer Feel like a VIP
"
311456,recCUG7GDn9jkzNpE,2020-06-09 17:40,A-AA63,As a Sales Professional what should your number one focus be with every customer?,active,137284,recOwkqNqWh3EBl7w,recCUG7GDn9jkzNpE,"175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,21009,21014,21024,21029","86,982,1956,2731,3331,3711,4097,4872,5318,6094,6766,7639,8213,8770,9355,10915,11483,12181,12664,13376,14067,14764,15461,16141,16769,17546,18176,18747,19595,20290,20985,21489,22789,23791,24334,24853,25436,25913,26383,26729,27231,27723,28049,30307,30922,32206,33251,33645,34574,35311,35925,36548,38385,39142,39815,40484,41242,41849,42563,43084,43813,44663,45731,48859,49726,50455,51087,51611,52011,52743,54330,55001,55742,56475,57246,58275,58885,59633,60384,61164,61821,62484,63152,63828,64705,65209,66112,66643,67374,68265,69090,69720,70493,71275,72022,72803,73623,74289,74985,75582,76496,77048,77868,78572,79257,80135,80768,81586,82357,82846,83670,84413,84995,85941,86563,87088,87882,88597,89371,90054,90752,91390,92121,92454,93115,93685,94280,94997,95704,96398,96958,97599,98380,99260,99919","16145746,16356729,16777224,17060947,16253800,16732832,17086943,17200194,17294958,16096489,16168703,16425110,16168910,17224547,17330175,16244161,16636808,17061289,16245303,16723047,16814361,16823356,16924607,17062064,17208153,17227507,16293319,16395498,16502974,16650817,16768212,16941628,17138457,17294705,16389740,16001237,17168774,16972972,17230856","1600407,1600408,1600409,1600406","Building incredible value in your vehicle and brand, Customer Service above all else, Discovering and solving the need the customer has, Getting all contact info so you can follow up",,,,4076,16682,,,,"We believe that being a sales professional has some similarities to being a doctor. You need to diagnose before you prescribe. For this reason, the interview stage and your ability to be a problem solver may well be the most crucial part of the sales process.  
To be an effective problem solver, you need to ask enough high yield questions to truly understand the needs of a customer. 
There are several strategies you can use to improve your interviewing and problem solving skills:
SPACED
Determine product requirements using the SPACED acronym:
Safety
Performance
Appearance
Comfort
Economy
Dependability
SPIN
During the Reverse Vehicle Walkaround, you should learn how to SPIN. 
The acronym SPIN, made famous by writer and sales scientist Neil Rackman, stands for: 
Situation - Ask questions that help you understand the situation that brought your customer in
Problem - How has their situation created a problem in their mind
Implication - What are the implied needs and potential cost (what will it cost them financially or emotionally)
Need Payoff - You must specifically demonstrate to them how purchasing your vehicle solves their problem and thus negates or reduces the need to shop elsewhere
"
311076,recmmJXFISnspuptq,2020-06-08 20:20,A-AA70,How can understanding persuasion benefit you in the sales process?,active,137296,recVr9ARs3vo2G42m,recmmJXFISnspuptq,"214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251","87,983,1771,2732,3012,3332,3779,4098,4873,5146,5948,6779,7445,8137,8626,9356,10793,11289,11996,12487,13182,13877,14572,15267,15957,16770,17352,18084,18586,19401,20096,20791,21490,22596,23685,24217,24748,25242,25914,26248,26535,27038,27529,28057,30308,30923,32014,33252,33646,34380,35117,35810,36597,38191,38885,39622,40353,41052,41746,42647,42930,43622,44664,45647,48860,49727,50470,50948,51438,52085,52744,54331,54936,55743,56476,57247,57945,58886,59568,60385,61165,61926,62485,63192,63829,64511,65210,65942,66644,67368,68401,68894,69765,70494,71276,72023,72810,73485,74379,75067,75583,76303,77049,77692,78388,79258,79894,80822,81392,82163,82772,83478,84249,84943,85677,86375,87089,88046,88598,89407,89973,90753,91391,91941,92455,92922,93412,94395,94803,95510,96205,96959,97600,98381,99068,99762","16245977,16659492,16836008,16198494,17138264,17138492,17294882,16157517,16425123,17215383,16117726,16217409,16332241,16672140,17214795,17225642,17061265,17295098,15952237,16723224,16741509,16741705,16823135,16924447,16924725,17062153,17208320,17228494,16560193,16768077,16940870,17087177,17167642,17336240,16335211,15949856,16219615,17201476,17137458,17311258","1596360,1596359,1596361,1596358","Customers will buy from you without having to offer them the best price you can , Customers will have the perception of control while you guide them through the process, You don’t have to ask as many questions because you’re in control of the sales process, You’re able to close a sale quicker and more efficiently","0, 1, 0, 0",Customers will have the perception of control while you guide them through the process,1596359,4076,16682,,1596359,,"Persuasion is a powerful element which allows a customer to perceive they are in control while we guide them through our sales process.
People would much rather be persuaded to believe and do things than to simply be told to do so. In addition, in order for someone to do business with us, they must first know us; they must like us; they must trust us.
Trust is key for persuasion. Without trust, your customers won’t have confidence in what you’re sharing.  With trust, they’ll believe in you and see things from your point of view."
311077,recSTCrOnc36JSK5q,2020-06-08 20:20,A-AA68,"If we’re going to persuade somebody, what three things must we first understand?",active,137296,recVr9ARs3vo2G42m,recSTCrOnc36JSK5q,"252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,21000","88,984,1772,2733,3333,3780,4099,4874,5147,5949,6780,7446,8214,8627,9357,10916,11290,11997,12488,13183,13878,14573,15268,15958,16771,17353,18085,18587,19402,20097,20792,21491,22597,23686,24218,24854,25243,25915,26249,26536,27039,27530,28058,30309,30924,32015,33253,33647,34381,35118,36043,36598,38192,38886,39623,40354,41053,41747,42648,42931,43623,44665,45648,48861,49728,50471,50949,51439,51930,52745,54332,54937,55744,56477,57248,58276,58887,59569,60386,61166,61927,62486,63193,63830,64512,65211,65943,66645,67375,68402,68895,69766,70495,71277,72024,72811,73486,74380,75068,75562,76304,77050,77693,78389,79078,79895,80823,81393,82164,82872,83479,84250,84944,85678,86376,87090,88047,88599,89408,89974,90754,91392,91942,92456,92923,93413,94396,94804,95511,96206,96960,97601,98382,99069,99763","16179173,16537577,16800678,16925388,17086964,17138464,17259865,17295094,16134836,16207602,17231549,16112431,16196099,16323055,16444902,17180811,17283658,17295403,16990858,17138489,16723095,16741469,16741640,16814277,16823336,16924544,17062085,17208143,17227443,16502586,16767818,16940817,17077546,17167484,17336085,16000885,16007605,16131345,17032804,16973110,17230971,17306260","1596365,1596364,1596363,1596362","If we want someone to buy from us, tell them what they want to hear; bypass objections; ask for the business, In order for someone to buy from us, we need strong product knowledge; we must look professional; we must be confident in ourselves, In order for someone to do business with us, they must first know us; they must like us; they must trust us, In order for someone to do business with us, we need to smile; we need to listen; we need to advise","0, 0, 1, 0","In order for someone to do business with us, they must first know us; they must like us; they must trust us",1596363,4076,16682,,1596363,,"Understanding Persuasion
Persuasion is a powerful element which allows a customer to perceive they are in control while we guide them through our sales process.
People would much rather be persuaded to believe and do things than to simply be told to do so. In addition, in order for someone to do business with us, they must first know us; they must like us; they must trust us.
Trust is key for persuasion. Without trust, your customers won’t have confidence in what you’re sharing.  With trust, they’ll believe in you and see things from your point of view."
311079,recCAiHDse55sEirR,2020-06-08 20:23,A-AA66,"In order for someone to do business with us, they must first know us, like us, and trust us.
Which of the Six Core Selling Principles does this statement most relate to?",active,137296,recVr9ARs3vo2G42m,recCAiHDse55sEirR,"291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,21001","89,985,1773,2734,3334,3781,4100,4875,5148,5950,6781,7447,8215,8628,9358,10794,11291,11998,12489,13184,13879,14574,15269,15959,16772,17354,18086,18588,19403,20098,20793,21492,22598,23687,24219,24855,25244,25916,26250,26537,27040,27531,28059,30310,30925,32016,33254,33648,34382,35119,35811,36599,38193,38887,39624,40355,41054,41748,42649,43163,43624,44666,45649,48862,49729,50472,50950,51440,52086,52746,54333,54938,55745,56478,57249,58277,58888,59570,60387,61167,61928,62487,63119,63831,64513,65201,65944,66646,67376,68403,68896,69767,70496,71278,72025,72812,73487,74381,75069,75584,76305,77051,77694,78390,79259,79896,80824,81394,82165,82873,83480,84251,84945,85679,86377,87091,88048,88600,89409,89975,90755,91393,91943,92457,92924,93686,94397,94805,95512,96207,96961,97602,98368,99070,99764","16246090,16580706,16835931,16198066,16246347,17138452,17200056,17295043,16103858,16179966,16257216,17177066,17215011,16184921,16306567,16339931,16386219,17180803,17267578,16924792,17061409,17294948,15952230,16723201,16741500,16741675,16814345,16924398,16924698,17062125,17208188,17227596,16765880,16940765,17069417,17138679,17167381,17294734,16000836,16145713,17297977,17012408,17284016","1596374,1596554,1596371,1596373","Understanding Persuasion, Be Remarkable, Being a Good Storyteller, Be Persistent",,,,4076,16682,,,,"Persuasion is a powerful element which allows a customer to perceive they are in control while we guide them through our sales process.
People would much rather be persuaded to believe and do things than to simply be told to do so. In addition, In order for someone to do business with us, they must first know us; they must like us; they must trust us.
Trust is key for persuasion. Without trust, your customers won’t have confidence in what you’re sharing.  With trust, they’ll believe in you and see things from your point of view."
311080,recenumE8XpR9F4qG,2020-06-08 20:24,A-AA71,What are the Six Core Principles of Selling?,active,137296,recVr9ARs3vo2G42m,recenumE8XpR9F4qG,"332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,21002","90,986,1774,2735,3335,3782,4101,4876,5149,5951,6782,7448,8216,8629,9359,10917,11292,11999,12490,13185,13880,14575,15270,15960,16773,17355,18087,18589,19404,20099,20794,21493,22599,23688,24220,24856,25245,25917,26251,26538,27041,27532,28060,30311,30926,32017,33255,33649,34383,35120,35812,36600,38194,38888,39625,40356,41055,41749,42650,42932,43625,44667,45650,48863,49730,50473,51088,51441,51931,52747,54334,54939,55746,56479,57250,57946,58889,59571,60388,61168,61929,62488,63120,63832,64514,65212,65945,66647,67377,68404,68897,69768,70497,71279,72026,72813,73488,74382,75070,75563,76306,77052,77695,78391,79260,79897,80825,81395,82166,82773,83481,84252,84946,85680,86378,87092,88049,88601,89410,89976,90756,91394,91944,92458,92925,93414,94398,94806,95513,96208,96962,97603,98369,99071,99765","16015613,16281287,16712652,16923153,16037328,16063967,16145470,17086972,17138481,17294798,16112223,16179971,16649043,17329354,16142717,16230984,16232209,16339915,16982057,16982564,17237795,16990725,17138192,16126590,15979784,16723254,16823199,16924650,17208067,16650828,16768197,16941633,17138456,17227499,16798989,16090599,17084915,17012403,17283992","1596375,1596377,1596378,1596376","Be Charming, Being a Good Storyteller, Be Analytical, Be a Problem Solver, Be Remarkable, Make Every Customer Feel like a VIP, Understanding Persuasion, Be a Great Detective, Be Persistent, Be a Problem Solver, Be Remarkable, Make Every Customer Feel like a Winner, Understanding Persuasion, Being a Good Storyteller, Be Persistent, Be a Assertive, Be Exciting, Make Every Customer Feel like a VIP, Understanding Persuasion, Being a Good Storyteller, Be Persistent, Be a Problem Solver, Be Remarkable, Make Every Customer Feel like a VIP","0, 0, 0, 1","Understanding Persuasion, Being a Good Storyteller, Be Persistent, Be a Problem Solver, Be Remarkable, Make Every Customer Feel like a VIP",1596376,4076,16682,,1596376,,"Six core principles of selling are the bedrock we build everything on. Without the proper mindset and approach, no amount of technique will turn you into a top performer. Focus on these, and you will transform from an amateur to a professional overnight.  
The Six Core Principles of Selling are:
Understanding Persuasion
Being a Good Storyteller
Be Persistent
Be a Problem Solver
Be Remarkable
Make Every Customer Feel like a VIP
"
311081,recXAvo5dWc8j42X6,2020-06-08 20:25,A-AA67,What can be a key element to persuasion?,active,137296,recVr9ARs3vo2G42m,recXAvo5dWc8j42X6,"367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,21003","91,987,1775,2736,3013,3336,3783,4102,4877,5150,5952,6783,7449,8217,8630,9360,10795,11293,12000,12491,13186,13881,14576,15271,15961,16774,17356,18088,18590,19405,20100,20795,21494,22600,23689,24221,24857,25246,25918,26252,26539,27042,27533,28061,30312,30927,32018,33256,33650,34384,35121,35813,36601,38195,38889,39626,40357,41056,41750,42651,42933,43626,44668,45651,48864,49731,50474,51089,51442,51932,52748,54335,54940,55747,56480,57251,58278,58890,59572,60389,61169,61930,62489,63194,63833,64515,65213,65946,66648,67378,68405,68898,69769,70498,71280,72027,72814,73489,74383,75071,75585,76307,77053,78107,78392,79079,79898,80826,81396,82167,82874,83482,84253,84947,85681,86379,87093,88050,88602,89411,89977,90757,91395,91945,92459,92926,93415,94399,94807,95514,96209,96963,97604,98383,99072,99766","16104971,16356488,16741839,16923287,16009890,16017616,17138380,17190657,17294956,16125122,16201271,17224411,16112411,16184934,16306626,16348012,16597362,17212045,16990788,17138336,16212557,16741392,16741550,16741753,16814229,16823305,16924508,17005746,17208102,17208492,16560267,16768141,16941537,17138309,17168230,16007600,16081802,16165813,17168794,16973103,17230963,17337194","1596382,1596379,1596381,1596380","Charm, Manipulation, Storytelling, Trust",,,,4076,16682,,,,"Trust is key for persuasion. Without trust, your customers won’t have confidence in what you’re sharing.  With trust, they’ll believe in you and see things from your point of view. "
311082,recB2Meok9WApJJKr,2020-06-08 20:27,A-AA69,Why is it important for a sales professional to understand persuasion?,active,137296,recVr9ARs3vo2G42m,recB2Meok9WApJJKr,"406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,21004","92,988,1776,2737,3337,3784,4103,4878,5151,5953,6784,7450,8218,8631,9361,10796,11294,12001,12492,13187,13882,14577,15272,15962,16775,17357,18089,18591,19406,20101,20796,21495,22601,23690,24222,24858,25247,25919,26253,26540,27043,27534,28062,30313,30928,32019,33257,33651,34385,35122,35814,36602,38196,38890,39627,40358,41057,41751,42652,42934,43627,44669,45652,48865,49732,50475,50951,51443,52087,52749,54336,54941,55748,56481,57252,57947,58891,59573,60390,61170,61931,62490,63121,63834,64516,65214,65947,66632,67379,68406,68899,69770,70499,71281,72028,72815,73490,74384,75072,75564,76308,77054,77696,78393,79261,79899,80827,81397,82168,82875,83483,84254,84948,85682,86380,87094,88051,88603,89412,89978,90758,91396,91946,92460,92927,93416,94400,94808,95515,96210,96964,97605,98384,99073,99767","16156468,16444744,16777225,17086529,16177549,17138426,17294683,17335969,16125160,16217991,16082266,17297562,16124148,16224631,16336430,16549543,17180816,17061350,17335998,16287977,16741426,16823270,16924590,17062194,17208405,16650893,16797616,16972598,17138597,17227678,16103620,15949892,16334872,17201473,17022146,17284017,17324669","1596383,1596384,1596385,1596386","If we can’t persuade a customer that our vehicle is the best, we won’t sell many vehicles, Persuasion allows you to pull your customer through our sales process regardless of what their goal was for their visit, Persuasion is a powerful element which allows a customer to perceive they are in control while we guide them through our sales process, Persuasion isn’t important if you can provide the customer the best price","0, 0, 1, 0",Persuasion is a powerful element which allows a customer to perceive they are in control while we guide them through our sales process,1596385,4076,16682,,1596385,,"Persuasion is a powerful element which allows a customer to 
perceive they are in control while we guide them through our sales process.
People would much rather be persuaded to believe and do things than to simply be told to do so. In addition, in order for someone to do business with us, they must first know us; they must like us; they must trust us.
Trust is key for persuasion. Without trust, your customers won’t have confidence in what you’re sharing.  With trust, they’ll believe in you and see things from your point of view. "
311083,recTdJmAf2xiDF1lZ,2020-06-08 20:30,A-AA77,"A couple walk into the dealership. You notice that they’re visibly tanned and wearing sunhats.
What should you do to help make yourself more accessible?",active,137297,recKfVkCZj25k8Wm6,recTdJmAf2xiDF1lZ,"442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471","93,989,1777,2738,3338,3571,4104,4879,5152,5954,6785,7451,8219,8632,9362,10918,11295,12002,12493,13188,13883,14578,15273,16142,16776,17358,18177,18592,19407,20102,20797,21496,22602,23691,24415,24749,25248,25740,26445,26541,27044,27535,28063,30314,30929,32020,33258,33652,34386,35123,35815,36603,38197,38891,39628,40485,41058,41752,42440,42935,43814,44670,45915,48866,49733,50476,50952,51444,52088,52750,54337,55027,55749,56482,57253,57948,58892,59685,60391,61038,61932,62491,63195,63811,64517,65215,65948,66649,67380,68121,69091,69771,70500,71282,72029,72816,73491,74385,75073,75586,76734,77055,78108,78394,79262,80136,80697,81398,82169,82876,83484,84255,85034,85942,86381,87065,87765,88604,89413,90089,90759,91397,91947,92461,92928,93687,94108,94809,95516,96211,96965,97606,98385,99074,99768","16104962,16835929,17259857,17336025,15951345,16590205,16142805,16559127,16990734,17294836,16126160,16146748,15952212,16823245,16924505,16924733,17062074,17208108,17227460,16268270,16349321,16502637,16650911,16940738,17069377,17138665,17227680,16282227,16334856,17137451,17318895","1825804,1596389,1596387,1596390","Any of the above, Compliment them on their tans and tell a joke about the time you got a sunburn in Mexico, Greet them and ask what brings them into the dealership today, Talk about the weather and how nice it’s been lately","0, 1, 0, 0",Compliment them on their tans and tell a joke about the time you got a sunburn in Mexico,1596389,4076,16682,,1596389,,"Your personal story makes you most accessible to customers. Don’t be seen as a salesperson; be seen as a person who is there to help. 
Coffee table books about pets or sports, pictures of family, and vacations are a great way to start to tell your story.
People want to do business with people they know, like, and trust. Share a few stories about your life and past customer experiences, and you’re on the way to selling more vehicles. 
Don’t be afraid to tell a personal story about yourself, or share a joke even, as long as it's appropriate.
These types of things can help humanize the interaction and allow for a deeper connection with the customer."
311084,recIGYE8eEQhO4gst,2020-06-08 20:31,A-AA74,Being a good storyteller won’t have much of an impact on the sales process as long as you can give the customer the best deal.,active,137297,recKfVkCZj25k8Wm6,recIGYE8eEQhO4gst,"472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498","94,990,1778,2739,3339,3572,4105,4880,5153,5955,6786,7452,8220,8633,9363,10919,11296,12003,12494,13189,13884,14579,15274,15963,16777,17359,18178,18593,19408,20103,20798,21497,22603,23692,24223,24750,25249,25741,26254,26542,27045,27536,28064,30216,30930,32021,33259,33653,34387,35124,36044,36604,38198,39143,39629,40486,41059,41753,42441,42936,43628,44671,45916,48867,49734,50477,51090,51445,52089,52751,54338,55028,55750,56483,57254,57949,58893,59686,60392,61171,61933,62423,63196,63812,64518,65216,65949,66650,67381,68122,68900,69772,70501,71230,72030,72817,73492,74386,75074,75587,76309,77056,78109,78395,79263,80137,80698,81399,82170,82877,83485,84639,85035,85943,86382,87095,87766,88605,89414,90090,90760,91398,91948,92462,92929,93417,94109,94810,95517,96212,96966,97607,98386,99075,99769","16790527,16167717,16167723,16443541,17294689,17225349,16375661,17128420,16924786,17138395,15979544,16126207,15979783,16823337,16924666,17062190,17208467,16126220,16348586,16502721,16765945,16972549,17138576,17294794,16339821,15949011,17005720,16973036","1707845,1761782","False, True","1, 0",False,1707845,4076,16682,,1707845,,"Your personal story makes you most accessible to customers. Don’t be seen as a salesperson; be seen as a person who is there to help. 
Coffee table books about pets or sports, pictures of family, and vacations are a great way to start to tell your story.
People want to do business with people they know, like, and trust. Share a few stories about your life and past customer experiences, and you’re on the way to selling more vehicles. 
Don’t be afraid to tell a personal story about yourself, or share a joke even, as long as it's appropriate.
These types of things can help humanize the interaction and allow for a deeper connection with the customer."
311085,rec79eKarflaM6ENy,2020-06-08 20:32,A-AA73,"Customers can often mistrust a salesperson just because they are a salesperson.  
How can you break down this barrier?",active,137297,recKfVkCZj25k8Wm6,rec79eKarflaM6ENy,"499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531","95,991,1779,2740,3340,3573,4106,4881,5154,5956,6787,7453,8221,8634,9364,10920,11297,12004,12495,13190,13885,14580,15275,15964,16778,17360,18179,18594,19409,20104,20799,21498,22604,23693,24416,24751,25250,25742,26255,26543,27046,27537,28065,30217,30931,32022,33260,33654,34388,35125,35816,36605,38199,38892,39630,40487,41060,41754,42442,42937,43815,44672,45917,48868,49735,50478,50953,51446,52090,52752,54339,54942,55722,56484,57255,57950,58894,59687,60393,61039,61934,62492,63197,63835,64519,65217,66270,66651,67382,68123,68901,69773,70502,71231,72031,72818,73493,74387,75075,75588,76310,77057,77697,78396,79264,80138,80699,81400,82171,82878,83486,84256,85036,85944,86383,87096,87767,88606,89415,90091,90761,91399,91949,92463,92930,93418,94110,94811,95518,96213,96967,97608,98387,99076,99770","16712653,16923181,15979979,17294895,16114592,16578998,16414118,17301016,17061377,17335918,16126171,16126230,16246017,16823180,16924562,17005748,17208074,17208511,16126177,16293362,16349471,16395621,16503107,16650863,16768239,16941579,17138409,17227498,16405999,16146196,17012401,17317056,17306182","1596394,1596396,1596393,1596395","Give them something for free, Share a personal story about yourself, Tell them you’ll give them the best deal, Tell them you’re not paid by commission","0, 1, 0, 0",Share a personal story about yourself,1596396,4076,16682,,1596396,,"Your personal story makes you more accessible to customers. Don’t be seen as a salesperson; be seen as a person who is there to help. 
Coffee table books about pets or sports, pictures of family, and vacations are a great way to start to tell your story. 
People want to do business with people they know, like, and trust. Share a few stories about your life and past customer experiences, and you’re on the way to selling more vehicles. 
Don’t be afraid to tell a personal story about yourself, or seven share a joke, as long as it's appropriate.
These types of things can help humanize the interaction and allow for a deeper connection with the customer."
311091,recOH0H6Jvk88B8zI,2020-06-08 20:47,A-AA75,What is the best way to engage with your customer on a more personal level?,active,137297,recKfVkCZj25k8Wm6,recOH0H6Jvk88B8zI,"532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562","96,992,1780,2741,3341,3574,4107,4882,5155,5957,6788,7454,8222,8635,9365,10921,11298,12005,12496,13191,13886,14581,15276,15965,16779,17361,18180,18595,19410,20105,20800,21499,22605,23694,24224,24752,25251,25743,26256,26544,27047,27538,28066,30218,30932,32023,33261,33655,34389,35126,36045,36606,38200,38893,39631,40488,41061,41755,42443,42938,43629,44673,45918,48869,49736,50479,50954,51447,52091,52753,54340,54943,55751,56485,57256,57951,58895,59688,60394,61172,61935,62493,63198,63836,64520,65218,65950,66652,67383,68124,68902,69774,70503,71232,72032,72819,73494,74388,75076,75589,76311,77058,77698,78397,79265,80139,80700,81401,82172,82879,83487,84257,85037,85945,86384,87097,87768,88607,89416,90092,90762,91400,91950,92464,92931,93419,94111,94812,95519,96214,96968,97609,98388,99077,99771","16777237,17060931,16413803,17294819,16404497,16719035,16112353,16486663,17138257,16126129,16126215,16246082,16125647,15952224,16823298,16924609,17062143,17208313,16126154,16293502,16395469,16502805,16560240,16768105,16940851,17087155,17167545,17336283,16081607,16001343,17293653,17317391,17318681","1596414,1596415,1596413,1596416","Ask them a few personal questions early on in the sales process, Give them compliments on how they look and what they are wearing, Share a story about yourself or a humorous anecdote, Stay strictly professional and never engage with a customer on a personal level","0, 0, 1, 0",Share a story about yourself or a humorous anecdote,1596413,4076,16682,,1596413,,"Your personal story makes you most accessible to customers. Don’t be seen as a salesperson; be seen as a person who is there to help. 
Coffee table books about pets or sports, pictures of family, and vacations are a great way to start to tell your story. 
People want to do business with people they know, like, and trust.  Share a few stories about your life and past customer experiences, and you’re on the way to selling more vehicles. 
Don’t be afraid to tell a personal story about yourself, or even share a joke, as long as it's appropriate.
These types of things can help humanize the interaction and allow for a deeper connection with the customer."
311102,recwrM4r6BrlMxZtr,2020-06-08 21:02,A-AA76,Why is storytelling a core principle of selling?,active,137297,recKfVkCZj25k8Wm6,recwrM4r6BrlMxZtr,"563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593","97,993,1781,2742,3342,3575,4108,4883,5156,5958,6789,7455,8223,8636,9366,10922,11299,12006,12497,13192,13887,14582,15277,15966,16780,17362,18181,18596,19411,20106,20801,21500,22606,23695,24225,24753,25252,25744,26257,26545,27048,27539,28067,30219,30933,32024,33262,33656,34390,35127,36046,36504,38201,38894,39632,40489,41062,41756,42444,42939,43816,44674,45919,48870,49737,50480,50955,51448,51933,52754,54341,55029,55752,56486,57257,57952,58896,59689,60395,61040,61936,62494,63199,63837,64521,65219,65951,66653,67384,68125,69092,69775,70504,71283,72033,72820,73495,74389,75077,75590,76312,77059,77699,78398,79266,80140,80701,81402,82173,82774,83488,84258,85038,85946,86385,87098,87769,88608,89417,90093,90763,91401,91951,92465,92932,93420,94112,94813,95520,96215,96969,97610,98389,99078,99772","16741875,16923401,15952709,16436992,17200332,17295045,16501738,17297815,16244174,16636807,17061285,17295064,16126181,16349097,16212558,16924403,17062165,17208397,16126068,16126093,16293574,16395571,16503042,16650808,16768165,16941457,17087231,17168210,17336602,16335112,16132238,17168776,17144718,17317385","1596450,1596447,1596449,1596448","It helps create a common message of value for the customer, It humanizes the interaction, allowing for a deeper connection with the customer, It keeps the customer entertained so the experience is memorable, It shows the customer you know your stuff","0, 1, 0, 0","It humanizes the interaction, allowing for a deeper connection with the customer",1596447,4076,16682,,1596447,,"People want to do business with people they know, like, and trust. Share a few stories about your life and past customer experiences, and you’re on the way to selling more vehicles. 
Don’t be afraid to tell a personal story about yourself, or even share a joke, as long as it's appropriate.
These types of things can help humanize the interaction and allow for a deeper connection with the customer."
